timestamp,asset,side,quantity,entry_price,exit_price,profit_loss,balance
2025-03-17T09:00:00Z,AAPL,BUY,1,100.00,99.00,-1.00,9999.00
2025-03-17T09:00:10Z,MSFT,BUY,1,100.00,101.00,1.00,10000.00
2025-03-17T09:00:20Z,AAPL,BUY,1,100.00,101.00,1.00,10001.00
2025-03-17T09:00:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10000.00
2025-03-17T09:00:40Z,AAPL,BUY,1,100.00,101.00,1.00,10001.00
2025-03-17T09:00:50Z,MSFT,BUY,1,100.00,101.00,1.00,10002.00
2025-03-17T09:01:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10001.00
2025-03-17T09:01:10Z,MSFT,BUY,1,100.00,101.00,1.00,10002.00
2025-03-17T09:01:20Z,AAPL,BUY,1,100.00,101.00,1.00,10003.00
2025-03-17T09:01:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10002.00
2025-03-17T09:01:40Z,AAPL,BUY,1,100.00,101.00,1.00,10003.00
2025-03-17T09:01:50Z,MSFT,BUY,1,100.00,101.00,1.00,10004.00
2025-03-17T09:02:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10003.00
2025-03-17T09:02:10Z,MSFT,BUY,1,100.00,101.00,1.00,10004.00
2025-03-17T09:02:20Z,AAPL,BUY,1,100.00,101.00,1.00,10005.00
2025-03-17T09:02:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10004.00
2025-03-17T09:02:40Z,AAPL,BUY,1,100.00,101.00,1.00,10005.00
2025-03-17T09:02:50Z,MSFT,BUY,1,100.00,101.00,1.00,10006.00
2025-03-17T09:03:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10005.00
2025-03-17T09:03:10Z,MSFT,BUY,1,100.00,101.00,1.00,10006.00
2025-03-17T09:03:20Z,AAPL,BUY,1,100.00,101.00,1.00,10007.00
2025-03-17T09:03:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10006.00
2025-03-17T09:03:40Z,AAPL,BUY,1,100.00,101.00,1.00,10007.00
2025-03-17T09:03:50Z,MSFT,BUY,1,100.00,101.00,1.00,10008.00
2025-03-17T09:04:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10007.00
2025-03-17T09:04:10Z,MSFT,BUY,1,100.00,101.00,1.00,10008.00
2025-03-17T09:04:20Z,AAPL,BUY,1,100.00,101.00,1.00,10009.00
2025-03-17T09:04:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10008.00
2025-03-17T09:04:40Z,AAPL,BUY,1,100.00,101.00,1.00,10009.00
2025-03-17T09:04:50Z,MSFT,BUY,1,100.00,101.00,1.00,10010.00
2025-03-17T09:05:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10009.00
2025-03-17T09:05:10Z,MSFT,BUY,1,100.00,101.00,1.00,10010.00
2025-03-17T09:05:20Z,AAPL,BUY,1,100.00,101.00,1.00,10011.00
2025-03-17T09:05:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10010.00
2025-03-17T09:05:40Z,AAPL,BUY,1,100.00,101.00,1.00,10011.00
2025-03-17T09:05:50Z,MSFT,BUY,1,100.00,101.00,1.00,10012.00
2025-03-17T09:06:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10011.00
2025-03-17T09:06:10Z,MSFT,BUY,1,100.00,101.00,1.00,10012.00
2025-03-17T09:06:20Z,AAPL,BUY,1,100.00,101.00,1.00,10013.00
2025-03-17T09:06:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10012.00
2025-03-17T09:06:40Z,AAPL,BUY,1,100.00,101.00,1.00,10013.00
2025-03-17T09:06:50Z,MSFT,BUY,1,100.00,101.00,1.00,10014.00
2025-03-17T09:07:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10013.00
2025-03-17T09:07:10Z,MSFT,BUY,1,100.00,101.00,1.00,10014.00
2025-03-17T09:07:20Z,AAPL,BUY,1,100.00,101.00,1.00,10015.00
2025-03-17T09:07:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10014.00
2025-03-17T09:07:40Z,AAPL,BUY,1,100.00,101.00,1.00,10015.00
2025-03-17T09:07:50Z,MSFT,BUY,1,100.00,101.00,1.00,10016.00
2025-03-17T09:08:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10015.00
2025-03-17T09:08:10Z,MSFT,BUY,1,100.00,101.00,1.00,10016.00
2025-03-17T09:08:20Z,AAPL,BUY,1,100.00,101.00,1.00,10017.00
2025-03-17T09:08:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10016.00
2025-03-17T09:08:40Z,AAPL,BUY,1,100.00,101.00,1.00,10017.00
2025-03-17T09:08:50Z,MSFT,BUY,1,100.00,101.00,1.00,10018.00
2025-03-17T09:09:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10017.00
2025-03-17T09:09:10Z,MSFT,BUY,1,100.00,101.00,1.00,10018.00
2025-03-17T09:09:20Z,AAPL,BUY,1,100.00,101.00,1.00,10019.00
2025-03-17T09:09:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10018.00
2025-03-17T09:09:40Z,AAPL,BUY,1,100.00,101.00,1.00,10019.00
2025-03-17T09:09:50Z,MSFT,BUY,1,100.00,101.00,1.00,10020.00
2025-03-17T09:10:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10019.00
2025-03-17T09:10:10Z,MSFT,BUY,1,100.00,101.00,1.00,10020.00
2025-03-17T09:10:20Z,AAPL,BUY,1,100.00,101.00,1.00,10021.00
2025-03-17T09:10:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10020.00
2025-03-17T09:10:40Z,AAPL,BUY,1,100.00,101.00,1.00,10021.00
2025-03-17T09:10:50Z,MSFT,BUY,1,100.00,101.00,1.00,10022.00
2025-03-17T09:11:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10021.00
2025-03-17T09:11:10Z,MSFT,BUY,1,100.00,101.00,1.00,10022.00
2025-03-17T09:11:20Z,AAPL,BUY,1,100.00,101.00,1.00,10023.00
2025-03-17T09:11:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10022.00
2025-03-17T09:11:40Z,AAPL,BUY,1,100.00,101.00,1.00,10023.00
2025-03-17T09:11:50Z,MSFT,BUY,1,100.00,101.00,1.00,10024.00
2025-03-17T09:12:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10023.00
2025-03-17T09:12:10Z,MSFT,BUY,1,100.00,101.00,1.00,10024.00
2025-03-17T09:12:20Z,AAPL,BUY,1,100.00,101.00,1.00,10025.00
2025-03-17T09:12:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10024.00
2025-03-17T09:12:40Z,AAPL,BUY,1,100.00,101.00,1.00,10025.00
2025-03-17T09:12:50Z,MSFT,BUY,1,100.00,101.00,1.00,10026.00
2025-03-17T09:13:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10025.00
2025-03-17T09:13:10Z,MSFT,BUY,1,100.00,101.00,1.00,10026.00
2025-03-17T09:13:20Z,AAPL,BUY,1,100.00,101.00,1.00,10027.00
2025-03-17T09:13:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10026.00
2025-03-17T09:13:40Z,AAPL,BUY,1,100.00,101.00,1.00,10027.00
2025-03-17T09:13:50Z,MSFT,BUY,1,100.00,101.00,1.00,10028.00
2025-03-17T09:14:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10027.00
2025-03-17T09:14:10Z,MSFT,BUY,1,100.00,101.00,1.00,10028.00
2025-03-17T09:14:20Z,AAPL,BUY,1,100.00,101.00,1.00,10029.00
2025-03-17T09:14:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10028.00
2025-03-17T09:14:40Z,AAPL,BUY,1,100.00,101.00,1.00,10029.00
2025-03-17T09:14:50Z,MSFT,BUY,1,100.00,101.00,1.00,10030.00
2025-03-17T09:15:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10029.00
2025-03-17T09:15:10Z,MSFT,BUY,1,100.00,101.00,1.00,10030.00
2025-03-17T09:15:20Z,AAPL,BUY,1,100.00,101.00,1.00,10031.00
2025-03-17T09:15:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10030.00
2025-03-17T09:15:40Z,AAPL,BUY,1,100.00,101.00,1.00,10031.00
2025-03-17T09:15:50Z,MSFT,BUY,1,100.00,101.00,1.00,10032.00
2025-03-17T09:16:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10031.00
2025-03-17T09:16:10Z,MSFT,BUY,1,100.00,101.00,1.00,10032.00
2025-03-17T09:16:20Z,AAPL,BUY,1,100.00,101.00,1.00,10033.00
2025-03-17T09:16:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10032.00
2025-03-17T09:16:40Z,AAPL,BUY,1,100.00,101.00,1.00,10033.00
2025-03-17T09:16:50Z,MSFT,BUY,1,100.00,101.00,1.00,10034.00
2025-03-17T09:17:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10033.00
2025-03-17T09:17:10Z,MSFT,BUY,1,100.00,101.00,1.00,10034.00
2025-03-17T09:17:20Z,AAPL,BUY,1,100.00,101.00,1.00,10035.00
2025-03-17T09:17:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10034.00
2025-03-17T09:17:40Z,AAPL,BUY,1,100.00,101.00,1.00,10035.00
2025-03-17T09:17:50Z,MSFT,BUY,1,100.00,101.00,1.00,10036.00
2025-03-17T09:18:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10035.00
2025-03-17T09:18:10Z,MSFT,BUY,1,100.00,101.00,1.00,10036.00
2025-03-17T09:18:20Z,AAPL,BUY,1,100.00,101.00,1.00,10037.00
2025-03-17T09:18:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10036.00
2025-03-17T09:18:40Z,AAPL,BUY,1,100.00,101.00,1.00,10037.00
2025-03-17T09:18:50Z,MSFT,BUY,1,100.00,101.00,1.00,10038.00
2025-03-17T09:19:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10037.00
2025-03-17T09:19:10Z,MSFT,BUY,1,100.00,101.00,1.00,10038.00
2025-03-17T09:19:20Z,AAPL,BUY,1,100.00,101.00,1.00,10039.00
2025-03-17T09:19:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10038.00
2025-03-17T09:19:40Z,AAPL,BUY,1,100.00,101.00,1.00,10039.00
2025-03-17T09:19:50Z,MSFT,BUY,1,100.00,101.00,1.00,10040.00
2025-03-17T09:20:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10039.00
2025-03-17T09:20:10Z,MSFT,BUY,1,100.00,101.00,1.00,10040.00
2025-03-17T09:20:20Z,AAPL,BUY,1,100.00,101.00,1.00,10041.00
2025-03-17T09:20:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10040.00
2025-03-17T09:20:40Z,AAPL,BUY,1,100.00,101.00,1.00,10041.00
2025-03-17T09:20:50Z,MSFT,BUY,1,100.00,101.00,1.00,10042.00
2025-03-17T09:21:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10041.00
2025-03-17T09:21:10Z,MSFT,BUY,1,100.00,101.00,1.00,10042.00
2025-03-17T09:21:20Z,AAPL,BUY,1,100.00,101.00,1.00,10043.00
2025-03-17T09:21:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10042.00
2025-03-17T09:21:40Z,AAPL,BUY,1,100.00,101.00,1.00,10043.00
2025-03-17T09:21:50Z,MSFT,BUY,1,100.00,101.00,1.00,10044.00
2025-03-17T09:22:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10043.00
2025-03-17T09:22:10Z,MSFT,BUY,1,100.00,101.00,1.00,10044.00
2025-03-17T09:22:20Z,AAPL,BUY,1,100.00,101.00,1.00,10045.00
2025-03-17T09:22:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10044.00
2025-03-17T09:22:40Z,AAPL,BUY,1,100.00,101.00,1.00,10045.00
2025-03-17T09:22:50Z,MSFT,BUY,1,100.00,101.00,1.00,10046.00
2025-03-17T09:23:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10045.00
2025-03-17T09:23:10Z,MSFT,BUY,1,100.00,101.00,1.00,10046.00
2025-03-17T09:23:20Z,AAPL,BUY,1,100.00,101.00,1.00,10047.00
2025-03-17T09:23:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10046.00
2025-03-17T09:23:40Z,AAPL,BUY,1,100.00,101.00,1.00,10047.00
2025-03-17T09:23:50Z,MSFT,BUY,1,100.00,101.00,1.00,10048.00
2025-03-17T09:24:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10047.00
2025-03-17T09:24:10Z,MSFT,BUY,1,100.00,101.00,1.00,10048.00
2025-03-17T09:24:20Z,AAPL,BUY,1,100.00,101.00,1.00,10049.00
2025-03-17T09:24:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10048.00
2025-03-17T09:24:40Z,AAPL,BUY,1,100.00,101.00,1.00,10049.00
2025-03-17T09:24:50Z,MSFT,BUY,1,100.00,101.00,1.00,10050.00
2025-03-17T09:25:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10049.00
2025-03-17T09:25:10Z,MSFT,BUY,1,100.00,101.00,1.00,10050.00
2025-03-17T09:25:20Z,AAPL,BUY,1,100.00,101.00,1.00,10051.00
2025-03-17T09:25:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10050.00
2025-03-17T09:25:40Z,AAPL,BUY,1,100.00,101.00,1.00,10051.00
2025-03-17T09:25:50Z,MSFT,BUY,1,100.00,101.00,1.00,10052.00
2025-03-17T09:26:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10051.00
2025-03-17T09:26:10Z,MSFT,BUY,1,100.00,101.00,1.00,10052.00
2025-03-17T09:26:20Z,AAPL,BUY,1,100.00,101.00,1.00,10053.00
2025-03-17T09:26:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10052.00
2025-03-17T09:26:40Z,AAPL,BUY,1,100.00,101.00,1.00,10053.00
2025-03-17T09:26:50Z,MSFT,BUY,1,100.00,101.00,1.00,10054.00
2025-03-17T09:27:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10053.00
2025-03-17T09:27:10Z,MSFT,BUY,1,100.00,101.00,1.00,10054.00
2025-03-17T09:27:20Z,AAPL,BUY,1,100.00,101.00,1.00,10055.00
2025-03-17T09:27:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10054.00
2025-03-17T09:27:40Z,AAPL,BUY,1,100.00,101.00,1.00,10055.00
2025-03-17T09:27:50Z,MSFT,BUY,1,100.00,101.00,1.00,10056.00
2025-03-17T09:28:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10055.00
2025-03-17T09:28:10Z,MSFT,BUY,1,100.00,101.00,1.00,10056.00
2025-03-17T09:28:20Z,AAPL,BUY,1,100.00,101.00,1.00,10057.00
2025-03-17T09:28:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10056.00
2025-03-17T09:28:40Z,AAPL,BUY,1,100.00,101.00,1.00,10057.00
2025-03-17T09:28:50Z,MSFT,BUY,1,100.00,101.00,1.00,10058.00
2025-03-17T09:29:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10057.00
2025-03-17T09:29:10Z,MSFT,BUY,1,100.00,101.00,1.00,10058.00
2025-03-17T09:29:20Z,AAPL,BUY,1,100.00,101.00,1.00,10059.00
2025-03-17T09:29:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10058.00
2025-03-17T09:29:40Z,AAPL,BUY,1,100.00,101.00,1.00,10059.00
2025-03-17T09:29:50Z,MSFT,BUY,1,100.00,101.00,1.00,10060.00
2025-03-17T09:30:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10059.00
2025-03-17T09:30:10Z,MSFT,BUY,1,100.00,101.00,1.00,10060.00
2025-03-17T09:30:20Z,AAPL,BUY,1,100.00,101.00,1.00,10061.00
2025-03-17T09:30:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10060.00
2025-03-17T09:30:40Z,AAPL,BUY,1,100.00,101.00,1.00,10061.00
2025-03-17T09:30:50Z,MSFT,BUY,1,100.00,101.00,1.00,10062.00
2025-03-17T09:31:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10061.00
2025-03-17T09:31:10Z,MSFT,BUY,1,100.00,101.00,1.00,10062.00
2025-03-17T09:31:20Z,AAPL,BUY,1,100.00,101.00,1.00,10063.00
2025-03-17T09:31:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10062.00
2025-03-17T09:31:40Z,AAPL,BUY,1,100.00,101.00,1.00,10063.00
2025-03-17T09:31:50Z,MSFT,BUY,1,100.00,101.00,1.00,10064.00
2025-03-17T09:32:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10063.00
2025-03-17T09:32:10Z,MSFT,BUY,1,100.00,101.00,1.00,10064.00
2025-03-17T09:32:20Z,AAPL,BUY,1,100.00,101.00,1.00,10065.00
2025-03-17T09:32:30Z,MSFT,BUY,1,100.00,99.00,-1.00,10064.00
2025-03-17T09:32:40Z,AAPL,BUY,1,100.00,101.00,1.00,10065.00
2025-03-17T09:32:50Z,MSFT,BUY,1,100.00,101.00,1.00,10066.00
2025-03-17T09:33:00Z,AAPL,BUY,1,100.00,99.00,-1.00,10065.00
2025-03-17T09:33:10Z,MSFT,BUY,1,100.00,101.00,1.00,10066.00
2025-03-17T09:33:20Z,AAPL,BUY,1,100.00,-150.00,-250.00,9816.00
2025-03-17T09:33:30Z,MSFT,BUY,1,100.00,-200.00,-300.00,9516.00
2025-03-17T09:33:40Z,AAPL,BUY,1,100.00,-250.00,-350.00,9166.00
2025-03-17T09:33:50Z,MSFT,BUY,1,100.00,-300.00,-400.00,8766.00
2025-03-17T09:34:00Z,AAPL,BUY,1,100.00,-350.00,-450.00,8316.00
