timestamp,asset,price,size_usd,side,pnl,balance,is_revenge,is_overtrading,is_loss_aversion,is_blocked_bias,is_blocked_risk,blocked_reason,checkmated_day,simulated_pnl,simulated_daily_pnl,simulated_equity
2025-03-01T09:30:00,NFLX,1754.2560657340,7017.0242629359,Sell,7.3648727465,10007.3648727465,False,False,False,False,False,NONE,False,7.3648727465,7.3648727465,7.3648727465
2025-03-01T09:31:00,NVDA,1294.3103418671,46595.1723072154,Buy,57.8625608794,10065.2274336259,False,False,False,False,False,NONE,False,57.8625608794,65.2274336259,65.2274336259
2025-03-01T09:32:00,AMZN,1966.2724934209,349996.5038289115,Buy,604.0980142888,10669.3254479147,False,False,False,False,False,NONE,False,604.0980142888,669.3254479147,669.3254479147
2025-03-01T09:33:00,NFLX,2536.8470368857,332326.9618320218,Sell,-221.5504577215,10447.7749901931,False,False,False,False,False,NONE,False,-221.5504577215,447.7749901931,447.7749901931
2025-03-01T09:34:00,TSLA,915.8562134055,915.8562134055,Sell,-0.8245685049,10446.9504216882,False,False,False,False,False,NONE,False,-0.8245685049,446.9504216882,446.9504216882
2025-03-01T09:35:00,AMZN,591.9385843197,10062.9559334356,Buy,-42.8181899025,10404.1322317857,False,False,False,False,False,NONE,False,-42.8181899025,404.1322317857,404.1322317857
2025-03-01T09:36:00,AMZN,1009.2847680737,200847.6688466637,Buy,-595.9830702788,9808.1491615068,False,False,True,False,False,NONE,False,-595.9830702788,-191.8508384932,-191.8508384932
2025-03-01T09:37:00,NFLX,56.0829777341,3477.1446195126,Buy,-5.4951101488,9802.6540513580,False,False,False,False,False,NONE,False,-5.4951101488,-197.3459486420,-197.3459486420
2025-03-01T09:38:00,MSFT,464.0446965639,22274.1454350693,Buy,25.7828648057,9828.4369161637,False,False,False,False,False,NONE,False,25.7828648057,-171.5630838363,-171.5630838363
2025-03-01T09:39:00,TSLA,2640.3647547179,163702.6147925069,Buy,62.6646624261,9891.1015785898,False,False,False,False,False,NONE,False,62.6646624261,-108.8984214102,-108.8984214102
2025-03-01T09:40:00,NFLX,818.6836062810,56489.1688333879,Sell,-96.2249062236,9794.8766723662,False,False,False,False,False,NONE,False,-96.2249062236,-205.1233276338,-205.1233276338
2025-03-01T09:41:00,TSLA,3480.3337366239,511609.0592837182,Buy,-121.4371493084,9673.4395230578,False,False,False,False,False,NONE,False,-121.4371493084,-326.5604769422,-326.5604769422
2025-03-01T09:42:00,TSLA,629.0187487086,64788.9311169849,Buy,174.4282473982,9847.8677704560,False,False,False,False,False,NONE,False,174.4282473982,-152.1322295440,-152.1322295440
2025-03-01T09:43:00,AMZN,2771.2624187010,304838.8660571048,Sell,-321.3115549050,9526.5562155510,False,False,False,False,False,NONE,False,-321.3115549050,-473.4437844490,-473.4437844490
2025-03-01T09:44:00,NVDA,2482.4034277981,402149.3553032912,Buy,4.1070261386,9530.6632416897,False,False,False,False,False,NONE,False,4.1070261386,-469.3367583104,-469.3367583104
2025-03-01T09:45:00,TSLA,1161.3558927163,205559.9930107783,Buy,462.3032555560,9992.9664972456,False,False,False,False,False,NONE,False,462.3032555560,-7.0335027544,-7.0335027544
2025-03-01T09:46:00,GOOG,1191.0500453026,208433.7579279515,Sell,-92.9613475768,9900.0051496688,False,False,False,False,False,NONE,False,-92.9613475768,-99.9948503312,-99.9948503312
2025-03-01T09:47:00,AMZN,1994.2529543365,181477.0188446225,Buy,-76.6514062932,9823.3537433756,False,False,False,False,False,NONE,False,-76.6514062932,-176.6462566244,-176.6462566244
2025-03-01T09:48:00,MSFT,2990.6906363148,340938.7325398902,Sell,283.3661525799,10106.7198959555,False,False,False,False,False,NONE,False,283.3661525799,106.7198959555,106.7198959555
