timestamp,asset,price,size_usd,side,pnl
2025-03-01T09:30:00,NFLX,1754.2560657340,7017.0242629359,Sell,7.3648727465
2025-03-01T09:31:00,NVDA,1294.3103418671,46595.1723072154,Buy,57.8625608794
2025-03-01T09:32:00,AMZN,1966.2724934209,349996.5038289115,Buy,604.0980142888
2025-03-01T09:33:00,NFLX,2536.8470368857,332326.9618320218,Sell,-221.5504577215
2025-03-01T09:34:00,TSLA,915.8562134055,915.8562134055,Sell,-0.8245685049
2025-03-01T09:35:00,AMZN,591.9385843197,10062.9559334356,Buy,-42.8181899025
2025-03-01T09:36:00,AMZN,1009.2847680737,200847.6688466637,Buy,-595.9830702788
2025-03-01T09:37:00,NFLX,56.0829777341,3477.1446195126,Buy,-5.4951101488
2025-03-01T09:38:00,MSFT,464.0446965639,22274.1454350693,Buy,25.7828648057
2025-03-01T09:39:00,TSLA,2640.3647547179,163702.6147925069,Buy,62.6646624261
2025-03-01T09:40:00,NFLX,818.6836062810,56489.1688333879,Sell,-96.2249062236
2025-03-01T09:41:00,TSLA,3480.3337366239,511609.0592837182,Buy,-121.4371493084
2025-03-01T09:42:00,TSLA,629.0187487086,64788.9311169849,Buy,174.4282473982
2025-03-01T09:43:00,AMZN,2771.2624187010,304838.8660571048,Sell,-321.3115549050
2025-03-01T09:44:00,NVDA,2482.4034277981,402149.3553032912,Buy,4.1070261386
2025-03-01T09:45:00,TSLA,1161.3558927163,205559.9930107783,Buy,462.3032555560
2025-03-01T09:46:00,GOOG,1191.0500453026,208433.7579279515,Sell,-92.9613475768
2025-03-01T09:47:00,AMZN,1994.2529543365,181477.0188446225,Buy,-76.6514062932
2025-03-01T09:48:00,MSFT,2990.6906363148,340938.7325398902,Sell,283.3661525799
2025-03-01T09:49:00,NVDA,1382.3449572122,246057.4023837631,Buy,-503.2891784247
2025-03-01T09:50:00,GOOG,261.0705891685,23235.2824359967,Buy,-143.1170798505
2025-03-01T09:51:00,GOOG,1341.7461603129,206628.9086881903,Buy,-235.8065757782
2025-03-01T09:52:00,MSFT,765.2287226875,42852.8084704976,Sell,77.7520599668
2025-03-01T09:53:00,NVDA,3290.2642088743,256640.6082921962,Sell,-250.2328415469
2025-03-01T09:54:00,AMZN,2455.5964949970,34378.3509299583,Sell,34.5412763242
2025-03-01T09:55:00,AAPL,225.3726915361,5634.3172884013,Sell,-1.3305694280
2025-03-01T09:56:00,NVDA,1060.8104535560,140026.9798693910,Buy,276.0900614259
2025-03-01T09:57:00,MSFT,223.2450789768,7143.8425272571,Sell,79.4128044137
2025-03-01T09:58:00,GOOG,2913.5575127930,238911.7160490269,Sell,-128.8382989237
2025-03-01T09:59:00,AMZN,3176.7225865797,247784.3617532170,Sell,2.8606794528
2025-03-01T10:00:00,NVDA,437.3646401448,84411.3755479477,Buy,-88.0358302365
2025-03-01T10:01:00,AAPL,1569.0006587300,166314.0698253802,Buy,-13.8744035200
2025-03-01T10:02:00,AAPL,3264.9973223357,617084.4939214415,Sell,-215.3086704017
2025-03-01T10:03:00,TSLA,550.9803191656,11019.6063833123,Sell,44.5666259550
2025-03-01T10:04:00,TSLA,1057.0673877643,78222.9866945572,Buy,-27.5370130079
2025-03-01T10:05:00,NFLX,1099.7475430957,10997.4754309566,Sell,-6.6826081907
2025-03-01T10:06:00,MSFT,153.7011770969,18905.2447829181,Sell,276.3924990122
2025-03-01T10:07:00,NVDA,175.1426596805,5954.8504291359,Sell,56.8597217646
2025-03-01T10:08:00,NVDA,3337.1352534360,630718.5628994133,Sell,108.6921392399
2025-03-01T10:09:00,NFLX,2020.2695010026,313141.7726553993,Buy,-121.6401497692
2025-03-01T10:10:00,GOOG,1107.9367089287,44317.4683571493,Buy,117.1688547587
2025-03-01T10:11:00,GOOG,1356.4275794377,261790.5228314792,Buy,-407.9438121286
2025-03-01T10:12:00,NFLX,2516.2081045153,319558.4292734474,Sell,272.3853228730
2025-03-01T10:13:00,GOOG,1314.4843522634,43377.9836246935,Sell,41.3459034651
2025-03-01T10:14:00,TSLA,835.7733906718,163811.5845716815,Buy,-496.4300380036
2025-03-01T10:15:00,NVDA,401.3388285193,28495.0568248709,Buy,10.4945355146
2025-03-01T10:16:00,NFLX,2564.8188904272,351380.1879885303,Buy,-361.8839334381
2025-03-01T10:17:00,NVDA,672.9493075295,96904.7002842516,Sell,-100.1956155629
2025-03-01T10:18:00,AAPL,290.2865312457,38608.1086556817,Buy,74.5223706370
2025-03-01T10:19:00,TSLA,0.0000000000,0.0000000000,Sell,-198.8034879244
2025-03-01T10:20:00,AMZN,186.5198182492,23128.4574628971,Sell,-582.2493675023
2025-03-01T10:21:00,TSLA,3379.2433012830,510265.7384937268,Buy,-38.5816163315
2025-03-01T10:22:00,NFLX,2214.1607381332,95208.9117397275,Buy,18.4518282850
2025-03-01T10:23:00,AMZN,576.8039960406,65755.6555486324,Sell,-85.9504101641
2025-03-01T10:24:00,AAPL,644.9665982472,57402.0272439999,Buy,-2.7393233880
2025-03-01T10:25:00,NFLX,2015.9082569413,372943.0275341435,Buy,-66.4574587619
2025-03-01T10:26:00,MSFT,1280.1518628154,229147.1834439545,Sell,-364.3249219552
2025-03-01T10:27:00,NVDA,2721.2202674476,35375.8634768190,Sell,50.6250684263
2025-03-01T10:28:00,AAPL,1933.0323753853,247428.1440493136,Sell,81.1488131010
2025-03-01T10:29:00,NVDA,1545.0018705610,234840.2843252792,Sell,-129.4522651624
2025-03-01T10:30:00,GOOG,3372.2818558252,468747.1779597010,Sell,-229.2899492312
2025-03-01T10:31:00,MSFT,1398.0152439234,72696.7926840182,Buy,-41.3467031075
2025-03-01T10:32:00,MSFT,1432.1076871008,24345.8306807142,Sell,-12.4086462086
2025-03-01T10:33:00,AAPL,2346.9148526597,387240.9506888542,Sell,12.5904717195
2025-03-01T10:34:00,MSFT,2842.7011152215,36955.1144978792,Sell,29.8013618980
2025-03-01T10:35:00,AMZN,2210.4417184620,419983.9265077764,Buy,-305.7365422248
2025-03-01T10:36:00,MSFT,2460.2052660878,206657.2423513734,Sell,29.8576417363
2025-03-01T10:37:00,NVDA,1336.6139115548,129651.5494208164,Sell,155.1297085641
2025-03-01T10:38:00,NVDA,1704.2640858500,180651.9931000996,Sell,-142.8556588138
2025-03-01T10:39:00,NFLX,729.7710483145,70058.0206381895,Buy,-130.4823872458
2025-03-01T10:40:00,NVDA,2396.8503929099,19174.8031432792,Sell,-24.1456785567
2025-03-01T10:41:00,NFLX,814.0091944721,45584.5148904403,Sell,188.2956252344
2025-03-01T10:42:00,NVDA,54.3359441086,5650.9381872995,Sell,105.6485150822
2025-03-01T10:43:00,AMZN,0.0000000000,0.0000000000,Buy,-94.6831875016
2025-03-01T10:44:00,NFLX,1105.7525821902,218939.0112736617,Buy,-243.0194052831
2025-03-01T10:45:00,TSLA,728.3805465077,32048.7440463391,Buy,-90.7616305252
2025-03-01T10:46:00,GOOG,975.1062218319,183319.9697044022,Buy,59.0697371987
2025-03-01T10:47:00,AAPL,1190.0445567843,122574.5893487864,Sell,-70.4830296117
2025-03-01T10:48:00,NVDA,1687.1851712462,188964.7391795743,Sell,-205.4942799336
2025-03-01T10:49:00,MSFT,289.2632650142,48885.4917873928,Buy,-260.8474215257
2025-03-01T10:50:00,NVDA,231.7223889088,34526.6359474120,Buy,216.2638537585
2025-03-01T10:51:00,MSFT,1060.5421411064,44542.7699264667,Sell,-32.0405127870
2025-03-01T10:52:00,GOOG,1070.3931526300,168051.7249629070,Sell,-385.6091168849
2025-03-01T10:53:00,GOOG,455.8794859591,87984.7407901084,Buy,24.9662217418
2025-03-01T10:54:00,GOOG,1446.5310004058,209746.9950588472,Buy,-199.0102041285
2025-03-01T10:55:00,MSFT,1029.8989052996,30896.9671589880,Buy,38.7643490587
2025-03-01T10:56:00,NVDA,139.8916571430,3637.1830857178,Buy,78.3609778905
2025-03-01T10:57:00,GOOG,3105.7366924528,562138.3413339626,Sell,-701.3561662237
2025-03-01T10:58:00,AMZN,3106.7656122504,388345.7015312983,Buy,-176.7351971779
2025-03-01T10:59:00,NFLX,771.6787725515,14661.8966784782,Buy,5.2636250519
2025-03-01T11:00:00,MSFT,611.9091871670,32431.1869198510,Sell,-8.1039905090
2025-03-01T11:01:00,MSFT,1938.1600369971,164743.6031447524,Sell,212.8146924228
2025-03-01T11:02:00,NVDA,2226.0995852859,37843.6929498609,Sell,-0.6562501603
2025-03-01T11:03:00,MSFT,3353.5218231924,583512.7972354779,Sell,71.1136016527
2025-03-01T11:04:00,MSFT,1351.8521754074,140592.6262423647,Sell,89.6125922670
2025-03-01T11:05:00,GOOG,2182.7911828827,395085.2041017735,Buy,-246.4652706271
2025-03-01T11:06:00,NVDA,3079.7246080249,323371.0838426111,Buy,108.1913692475
2025-03-01T11:07:00,GOOG,1602.3405609439,166643.4183381690,Buy,84.3596586490
